CountySt,AGRITRSM_OPS12,AGRITRSM_RCT12,BERRY_ACRES12,BERRY_FARMS12,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,CONVS11,CSA12,DIRSALES12,DIRSALES_FARMS12,FFR11,FMRKT13,FOOD_TAX14,FSR11,GHVEG_FARMS12,GROC11,MEDHHINC15,METRO13,ORCHARD_ACRES12,ORCHARD_FARMS12,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_CHILD15,PCT_LACCESS_HHNV15,PCT_LACCESS_LOWI15,PCT_LACCESS_POP15,PCT_LACCESS_SENIORS15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,PC_DIRSALES12,PC_SNAPBEN12,POVRATE15,RECFAC11,SLHOUSE12,SNAPSPTH12,SODATAX_STORES14,SODATAX_VENDM14,SPECS11,SUPERC11,VEG_ACRES12,VEG_FARMS12,2010_Census_Population,HDM,Life Expectancy,PCA
"Anchorage, AK",19.0,1192000.0,19.0,22.0,0.0,0.0,60.0,17.0,946.0,90.0,201.0,7.0,0.0,222.0,33.0,32.0,77791.0,1.0,10.0,9.0,25.96958462,7.243700013,7.0,7.559641704,7.034058975,0.925676659,5.113838821,27.42720787,1.859974179,1.321402546,5.245591551,62.64486372,3.167979961,15.65752125,8.7,35.0,0.0,0.389303774,0.0,0.0,27.0,9.0,741.0,64.0,,257.9,,2.0555852347994343
"Anderson, KS",14.0,28000.0,1.0,4.0,6.15,6.15,7.0,1.0,225.0,35.0,3.0,1.0,6.15,9.0,2.0,3.0,47267.0,0.0,,1.0,25.38879289,20.15551716,9.8,1.518143668,5.658535025,4.037054026,7.719099083,22.31824335,4.089064351,1.509892271,0.493705258,95.95161688,28.44500632,13.45036602,14.0,0.0,0.0,0.494716012,6.15,6.15,0.0,0.0,,3.0,8102.0,356.5,79.75,0.42923140425110196
"Anderson, KY",10.0,11000.0,18.0,14.0,0.0,6.0,14.0,4.0,104.0,39.0,10.0,1.0,0.0,13.0,1.0,1.0,55523.0,0.0,55.0,11.0,25.42364969,12.03958732,12.2,1.344475048,5.927919019,1.402410759,5.975886816,21.35771594,2.046081842,2.322903241,1.993370991,94.83217403,4.801920768,18.03496933,10.7,0.0,0.0,0.598306333,6.0,6.0,0.0,1.0,18.0,11.0,21421.0,376.6,75.86,-0.42294080838260145
"Anderson, SC",20.0,157000.0,38.0,27.0,0.0,6.0,130.0,7.0,575.0,94.0,154.0,5.0,0.0,128.0,3.0,28.0,44745.0,1.0,,64.0,23.95444781,15.13899725,13.2,2.910872888,6.869432628,3.317041519,11.22418571,27.7430505,3.884677821,4.636239889,15.93044259,78.75014696,3.036832821,23.6373539,17.2,12.0,0.0,1.074700959,0.0,6.0,5.0,3.0,,72.0,187126.0,319.1,76.52051282051282,-0.2238798513523185
"Anderson, TN",0.0,0.0,4.0,7.0,5.0,5.0,38.0,2.0,123.0,42.0,60.0,1.0,5.0,31.0,0.0,14.0,44488.0,1.0,16.0,8.0,21.91430739,17.388758,12.3,2.353285682,6.382807229,3.512271282,9.359186803,29.84627138,5.66605217,4.60049357,3.749550773,90.68934766,1.632295565,26.59272575,19.7,5.0,0.0,0.921555108,5.0,5.0,6.0,2.0,19.0,7.0,75129.0,374.4,76.4875,-0.4328968930005577
"Anderson, TX",36.0,473000.0,,3.0,0.0,6.25,30.0,10.0,100.0,57.0,18.0,0.0,0.0,22.0,2.0,4.0,43062.0,0.0,423.0,23.0,19.62947757,12.55260187,11.7,15.88661945,4.562670777,4.146503969,15.49733872,39.53477954,3.291516932,3.599923765,20.90731807,61.22686373,1.723840717,14.93182373,21.0,3.0,0.0,0.557083119,6.25,6.25,1.0,1.0,452.0,31.0,58458.0,517.1,77.45555555555556,-1.4624990758752148
"Andrew, MO",2.0,,6.0,8.0,1.225,1.225,9.0,3.0,174.0,27.0,10.0,0.0,1.225,3.0,1.0,3.0,58675.0,1.0,,9.0,24.08189231,15.5051761,9.9,1.677173096,2.469418096,2.076848591,2.784362164,10.58417799,1.542792498,0.654459817,0.404834885,96.24081892,10.00517509,10.09707069,9.5,1.0,0.0,0.31578343,1.225,1.225,1.0,0.0,152.0,11.0,17291.0,354.0,79.675,0.4217988841673135
"Andrews, TX",6.0,64000.0,0.0,0.0,0.0,6.25,6.0,0.0,,2.0,9.0,0.0,0.0,8.0,0.0,1.0,72184.0,0.0,65.0,12.0,29.16272149,11.24712566,8.8,48.66089544,9.991616174,1.755324263,11.69701879,33.9238162,3.387895513,3.574409513,1.345867713,47.90342216,,12.17972565,10.4,0.0,0.0,0.620462865,6.25,6.25,0.0,0.0,0.0,0.0,14786.0,427.2,75.97500000000001,0.11913360771743987
"Androscoggin, ME",12.0,132000.0,75.0,40.0,0.0,5.5,66.0,58.0,2263.0,171.0,69.0,6.0,0.0,83.0,17.0,22.0,48930.0,1.0,479.0,18.0,22.56968301,14.09815974,11.2,1.549646246,2.552304683,2.309358855,3.549568649,12.05021641,2.111540957,2.1124993,3.582106182,91.85623294,21.03981108,32.09064102,15.0,13.0,2.0,1.282420615,5.5,5.5,9.0,2.0,754.0,111.0,107702.0,333.2,76.93333333333334,0.22675710624552203
"Angelina, TX",10.0,50000.0,48.0,11.0,0.0,6.25,42.0,2.0,75.0,40.0,61.0,0.0,0.0,44.0,0.0,9.0,45428.0,0.0,31.0,8.0,26.74395823,13.64856922,12.9,19.75890563,6.51341635,3.047790672,10.95047622,24.1178868,3.333757245,4.412750061,14.79757062,63.25730947,0.855939651,22.89723778,17.9,6.0,0.0,0.615508141,6.25,6.25,7.0,2.0,147.0,32.0,86771.0,381.1,76.0,-0.6600298481414203
"Anne Arundel, MD",10.0,267000.0,8.0,13.0,0.0,0.0,177.0,4.0,720.0,47.0,455.0,15.0,0.0,348.0,3.0,91.0,90825.0,1.0,92.0,16.0,23.26041186,11.84102846,9.3,6.11952624,8.25647138,1.385412207,5.024142473,35.39021505,4.360368282,1.745969907,15.21772286,72.4228875,1.307426911,9.336022377,6.0,77.0,1.0,0.412815538,6.0,6.0,41.0,6.0,257.0,27.0,537656.0,312.8,78.8659793814433,0.9391417607374621
"Anoka, MN",10.0,996000.0,35.0,6.0,0.0,6.875,110.0,3.0,634.0,71.0,203.0,5.0,0.0,129.0,4.0,36.0,73276.0,1.0,86.0,21.0,26.00349409,9.742355914,8.0,3.633132232,9.417100304,1.747561737,6.489136516,34.28945462,3.035142783,2.334620265,4.316838147,85.21508626,1.886786838,9.517505646,7.1,26.0,0.0,0.504091189,6.875,6.875,14.0,5.0,945.0,30.0,330844.0,205.7,80.14025974025974,2.2100632183927544
"Anson, NC",10.0,,,4.0,0.0,4.75,19.0,2.0,25.0,18.0,12.0,2.0,0.0,12.0,3.0,6.0,35307.0,0.0,16.0,4.0,22.13893424,14.34614814,14.9,3.013210628,1.653382714,6.393950635,3.634153097,6.55692212,0.880236573,1.569246683,48.38206917,45.8067389,0.949811937,33.12184906,25.2,0.0,0.0,1.366172062,4.75,4.75,3.0,1.0,49.0,16.0,26948.0,439.3,75.71666666666665,-1.7188458584736783
"Antelope, NE",5.0,6000.0,,7.0,0.0,5.5,7.0,0.0,13.0,8.0,3.0,3.0,0.0,7.0,0.0,5.0,48546.0,0.0,,2.0,23.54525056,21.00224383,10.6,2.662677636,4.618542759,1.556934094,7.475702141,20.19346886,3.979052044,0.996263139,0.284218399,96.00598355,1.991116557,6.755725384,12.2,0.0,0.0,0.916730328,0.0,5.5,0.0,0.0,0.0,0.0,6685.0,333.1,82.23333333333333,0.39837164163469435
"Antrim, MI",6.0,,62.0,24.0,0.0,0.0,16.0,8.0,657.0,85.0,11.0,3.0,0.0,24.0,4.0,5.0,49118.0,0.0,6704.0,80.0,21.05173876,22.12044105,12.9,1.71331637,0.043452379,2.119017366,0.059331966,0.13893207,0.019778515,0.016751886,0.148430874,95.61492791,28.15271886,18.60176659,14.2,1.0,0.0,0.54473212,0.0,0.0,2.0,0.0,1546.0,38.0,23580.0,314.5,80.07142857142857,-0.09979852155618865
"Apache, AZ",33.0,224000.0,0.0,0.0,0.0,0.0,34.0,4.0,126.0,130.0,16.0,1.0,0.0,14.0,6.0,10.0,31072.0,0.0,24.0,19.0,31.68433122,11.56072597,14.4,5.750999748,22.38802614,11.15476588,47.39151395,70.53722718,8.379207347,20.10629855,0.219525155,20.36969714,1.72730513,48.64871216,38.0,0.0,0.0,0.812897056,0.0,0.0,0.0,0.0,2207.0,627.0,71518.0,272.3,75.74374999999999,-0.17175047844438962
"Appanoose, IA",4.0,39000.0,,1.0,0.0,6.0,10.0,1.0,31.0,15.0,10.0,1.0,0.0,7.0,0.0,6.0,41018.0,0.0,31.0,7.0,22.45673935,20.11329247,11.6,1.404516179,2.494877581,2.921279493,5.090952683,12.48712088,2.882462467,1.580552099,0.426786684,96.76418096,2.441521619,21.1120739,16.5,2.0,1.0,1.187664042,6.0,6.0,2.0,0.0,6.0,3.0,12887.0,414.6,76.86,-0.571818968832728
"Appling, GA",0.0,0.0,1209.0,25.0,0.0,4.0,13.0,5.0,,9.0,15.0,0.0,0.0,11.0,0.0,2.0,39588.0,0.0,1782.0,120.0,25.74029392,13.46786576,12.9,9.34415442,4.619673651,4.984911622,6.773041364,20.13204572,3.037232082,4.154503469,18.42509322,70.48694889,,29.46690559,22.5,2.0,0.0,1.338378339,0.0,4.0,0.0,1.0,106.0,13.0,18236.0,513.2,74.05,-1.7712394313532684
"Appomattox, VA",8.0,103000.0,2.0,4.0,1.5,5.3,9.0,9.0,137.0,29.0,6.0,0.0,1.5,7.0,0.0,3.0,49461.0,1.0,12.0,5.0,22.20663862,17.41134041,11.6,1.115340947,0.344342279,5.378924849,0.703730708,2.220026326,0.562185288,0.365418369,20.02270754,76.69137781,9.050670542,20.66793442,14.2,3.0,0.0,0.699585757,1.5,5.3,1.0,1.0,57.0,18.0,14973.0,419.3,77.2,-0.6113548132013553
"Aransas, TX",0.0,0.0,0.0,0.0,0.0,6.25,16.0,0.0,10.0,4.0,12.0,1.0,0.0,29.0,0.0,2.0,41560.0,1.0,0.0,0.0,19.53104759,24.19034459,12.1,24.57034286,8.29232854,3.822834561,19.93581402,38.28271646,7.822715681,6.53630848,1.114085845,70.60195181,0.422154677,19.57775688,18.2,3.0,0.0,1.000643771,6.25,6.25,4.0,1.0,0.0,0.0,23158.0,356.8,76.32000000000001,-0.22792332459234654
"Arapahoe, CO",6.0,394000.0,1.0,4.0,0.0,0.0,151.0,5.0,224.0,79.0,448.0,6.0,0.0,416.0,1.0,77.0,67062.0,1.0,,2.0,25.75580897,10.06638077,6.3,18.44780534,3.29461854,0.378274335,2.400725308,12.14708199,1.10160271,0.508906268,9.730193723,63.24215083,0.375597561,11.92178631,9.2,61.0,2.0,0.469177304,2.91,2.91,34.0,12.0,11.0,7.0,572003.0,211.3,79.71190476190476,2.646814497519788
"Archer, TX",27.0,444000.0,0.0,0.0,0.0,6.25,6.0,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,0.0,60414.0,1.0,6.0,3.0,24.1329799,15.98188646,10.6,7.45526839,5.485681994,1.359506401,5.433837959,23.7207022,3.918780222,1.656167214,0.37552463,90.36889772,,8.477142334,9.5,0.0,0.0,0.801373784,6.25,6.25,1.0,0.0,0.0,0.0,9054.0,373.6,78.36666666666666,0.05769042952205362
"Archuleta, CO",24.0,481000.0,0.0,0.0,0.0,0.0,6.0,0.0,119.0,44.0,8.0,2.0,0.0,23.0,2.0,4.0,50361.0,0.0,13.0,7.0,19.92717643,17.51075803,5.9,17.775571,6.328003522,1.988249559,10.67298109,29.79892049,5.02590507,2.598301778,0.273088381,78.1694803,9.82334489,12.42714214,13.1,1.0,0.0,0.711129522,2.91,2.91,3.0,0.0,5.0,5.0,12084.0,217.2,82.05,2.711033293155234
"Arenac, MI",8.0,11000.0,,4.0,0.0,0.0,18.0,2.0,73.0,32.0,14.0,2.0,0.0,12.0,0.0,2.0,37120.0,0.0,18.0,11.0,20.0956035,20.29687402,14.6,1.415183345,4.921169865,5.435397672,12.23759315,28.82089381,7.186423956,5.941384113,0.182401409,95.79847789,4.710893134,28.42485619,20.1,1.0,0.0,1.636837458,0.0,0.0,2.0,0.0,1514.0,17.0,15899.0,458.1,77.0,-1.7916025623426295
"Arkansas, AR",8.0,,,1.0,1.5,1.5,13.0,2.0,9.0,3.0,16.0,2.0,1.5,12.0,0.0,3.0,41179.0,0.0,291.0,6.0,23.26620748,16.37835848,12.9,2.697302697,8.915288403,4.639377319,17.82182264,37.77124277,5.804742387,6.238788251,24.36510858,71.03948683,0.474083439,24.84570313,20.7,1.0,0.0,0.948373209,1.5,1.5,0.0,1.0,,1.0,19019.0,428.5,74.725,-1.0587530445399183
"Arlington, VA",2.0,,0.0,0.0,1.5,5.3,74.0,0.0,,2.0,228.0,8.0,1.5,229.0,0.0,42.0,104354.0,1.0,0.0,0.0,15.71375592,8.695400887,4.2,15.11460456,0.522927061,0.02077191,0.083965207,2.160176104,0.350407653,0.003413425,8.230143478,64.03839578,,4.209718704,7.1,32.0,0.0,0.354377314,1.5,5.3,13.0,1.0,0.0,0.0,207627.0,204.7,82.04651162790698,3.3000396325103862
"Armstrong, PA",6.0,197000.0,15.0,18.0,0.0,0.0,29.0,8.0,740.0,119.0,30.0,0.0,0.0,36.0,5.0,17.0,44893.0,1.0,110.0,17.0,20.58136668,18.40269216,11.7,0.530888731,1.728128463,3.926364762,2.555495986,7.968617193,1.370286415,1.111207784,0.783278455,97.65741721,10.82251082,19.60510635,12.6,7.0,0.0,0.693134919,6.0,6.0,4.0,0.0,160.0,28.0,68941.0,354.3,77.78947368421052,-0.09304472200020433
"Armstrong, TX",6.0,100000.0,0.0,0.0,0.0,6.25,1.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,55198.0,1.0,0.0,0.0,22.25144661,20.72593372,10.6,6.522882693,22.18842679,0.555720688,19.80428848,99.7479208,20.69442357,3.147819693,0.57864282,90.74171489,4.11311054,5.242966652,10.4,0.0,0.0,0.514403292,6.25,6.25,0.0,0.0,0.0,0.0,1901.0,443.8,86.2,-0.5328236714731903
"Aroostook, ME",22.0,76000.0,112.0,48.0,0.0,5.5,57.0,17.0,2488.0,179.0,45.0,3.0,0.0,62.0,19.0,28.0,37104.0,0.0,155.0,48.0,20.01391401,18.99401698,13.3,0.928064561,1.910747263,3.867701667,4.683477179,11.05290152,2.35815999,2.390560715,0.598302491,95.08974537,35.17651883,27.30755997,18.4,3.0,1.0,1.500442137,5.5,5.5,0.0,1.0,63738.0,248.0,71870.0,343.2,77.765,-0.45506842679897735
"Arthur, NE",0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50753.0,0.0,0.0,0.0,27.17391304,20.43478261,8.3,4.130434783,27.17391327,0.0,44.11764767,100.000001,20.43478284,4.232804274,0.0,94.56521739,,3.479471207,13.2,0.0,1.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,460.0,345.2,,0.951219036399211
"Ascension, LA",1.0,,,2.0,0.0,0.0,52.0,2.0,21.0,15.0,65.0,0.0,0.0,44.0,0.0,22.0,74852.0,1.0,40.0,17.0,28.68535186,8.85510423,11.0,4.685911486,9.056663707,1.827581711,8.098313345,31.46456901,2.615863783,2.90714642,22.13029893,70.83803572,0.187120746,17.96891975,10.7,17.0,0.0,0.733988802,0.0,0.0,6.0,3.0,5.0,5.0,,,,
"Ashe, NC",34.0,111000.0,34.0,34.0,0.0,4.75,15.0,10.0,404.0,83.0,16.0,2.0,0.0,20.0,19.0,4.0,35238.0,0.0,45.0,19.0,19.4311059,20.16421685,11.5,4.805542319,0.944062151,5.577290281,2.291175907,5.24766411,1.062976401,1.025287978,0.542502108,93.17840255,14.88193907,19.49400902,20.2,2.0,0.0,0.682732406,4.75,4.75,3.0,1.0,274.0,66.0,27281.0,304.0,77.48333333333333,0.3869973806322871
"Ashland, OH",7.0,36000.0,57.0,41.0,0.0,0.0,26.0,8.0,354.0,134.0,31.0,1.0,0.0,27.0,4.0,12.0,48338.0,0.0,93.0,30.0,23.85441954,15.83770865,11.6,0.942810365,0.664402999,3.129170562,1.364048832,3.378191491,0.968475464,0.409682845,0.743333522,96.63712151,6.649385777,13.78687382,14.1,4.0,4.0,0.684453004,5.75,5.75,1.0,1.0,239.0,49.0,53139.0,345.0,77.91818181818182,0.01364800309418077
"Ashland, WI",1.0,,,5.0,0.0,0.0,12.0,6.0,144.0,20.0,11.0,1.0,0.0,24.0,5.0,8.0,40163.0,0.0,18.0,8.0,23.17261868,15.88785047,11.0,1.869158879,6.612873125,2.84489357,12.78155462,28.32802606,5.259302453,5.571905225,0.290895587,83.76555054,9.052618344,22.16961288,17.2,2.0,1.0,0.943179923,5.0,5.0,0.0,1.0,13.0,7.0,16157.0,362.8,77.06666666666666,0.034689854611346604
"Ashley, AR",3.0,51000.0,,1.0,1.5,1.5,20.0,2.0,127.0,20.0,16.0,1.0,1.5,9.0,3.0,7.0,39871.0,0.0,3.0,4.0,24.3902439,16.21745298,14.5,4.891776873,5.103235139,3.181818358,12.00484694,21.20491579,3.424690274,3.745833139,25.71271679,68.18743422,5.909450468,27.28335953,19.6,0.0,0.0,1.00662826,1.5,1.5,0.0,1.0,444.0,20.0,21853.0,481.4,76.23333333333333,-1.9591371832944688
"Ashtabula, OH",16.0,144000.0,30.0,39.0,0.0,0.0,45.0,14.0,727.0,201.0,81.0,7.0,0.0,73.0,4.0,18.0,44258.0,0.0,1056.0,71.0,23.65291585,15.64282688,13.3,3.390247988,4.841168467,4.640634114,10.41362259,20.35235577,3.480704418,5.489498298,3.415864508,90.76721479,7.250568476,27.0120163,18.6,8.0,2.0,0.880740586,5.75,5.75,4.0,2.0,257.0,71.0,101497.0,434.6,75.796,-1.223914421542073
"Asotin, WA",4.0,,2.0,3.0,0.0,6.5,3.0,0.0,278.0,16.0,10.0,0.0,0.0,13.0,4.0,5.0,46573.0,1.0,68.0,8.0,21.75461314,19.29426999,12.9,2.973685428,4.011373613,0.326646207,5.715317698,18.86470634,3.742065793,2.095523428,0.411598761,92.61434584,12.70682878,27.44431305,15.7,1.0,0.0,0.632005361,6.5,6.5,1.0,2.0,59.0,5.0,21623.0,303.4,77.56,-0.006426633791983243
"Assumption, LA",0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,2.0,4.0,0.0,0.0,3.0,0.0,5.0,48516.0,0.0,,2.0,24.576235,13.42812006,14.4,2.126296913,9.326775038,7.736424535,14.31355541,38.87313789,5.307353784,6.368228318,30.36164126,65.93228299,,27.10582161,16.8,1.0,0.0,1.082110078,0.0,0.0,2.0,0.0,0.0,0.0,,,,
"Atascosa, TX",112.0,1073000.0,36.0,10.0,0.0,6.25,27.0,4.0,243.0,43.0,24.0,0.0,0.0,25.0,0.0,7.0,49047.0,1.0,191.0,22.0,28.63886353,12.71626105,10.8,61.86680323,5.866127938,3.347582712,8.137976381,20.93053735,2.959497085,4.406526571,0.570016254,36.28287057,5.231206407,24.78544998,20.4,3.0,0.0,0.91862952,6.25,6.25,0.0,1.0,1362.0,22.0,44911.0,372.4,77.9625,0.010860238588352262
"Atchison, KS",2.0,,0.0,0.0,6.15,6.15,8.0,4.0,47.0,14.0,11.0,1.0,6.15,12.0,2.0,3.0,46110.0,0.0,,4.0,24.18458993,15.36870716,8.7,2.263058379,4.127612211,2.104072209,5.715040993,16.01659175,2.757174687,2.438762289,4.987000709,89.52966202,2.798785208,19.19140816,16.6,2.0,0.0,0.634429707,6.15,6.15,0.0,1.0,28.0,7.0,16924.0,315.6,76.95,1.086361838963014
"Atchison, MO",1.0,,0.0,0.0,1.225,1.225,6.0,1.0,30.0,5.0,2.0,1.0,1.225,5.0,0.0,1.0,46339.0,0.0,0.0,0.0,20.79155673,21.58311346,12.2,0.967458223,2.396862527,2.713356723,4.914498904,12.42882766,2.686002978,0.97919223,0.299032542,97.73087071,5.436752447,10.6698103,13.0,1.0,0.0,0.770346203,1.225,1.225,1.0,0.0,,2.0,5685.0,297.2,76.94999999999999,0.24496260499378583
"Athens, OH",15.0,45000.0,21.0,24.0,0.0,0.0,26.0,5.0,641.0,67.0,64.0,1.0,0.0,29.0,5.0,14.0,38400.0,0.0,28.0,10.0,15.82686042,10.09620582,11.1,1.547323069,3.299004712,4.513386162,14.33284232,23.01078562,1.900834246,4.208808655,2.688512439,90.76856556,9.916306988,23.05052376,31.5,1.0,0.0,0.763301402,5.75,5.75,1.0,1.0,55.0,23.0,64757.0,365.7,76.85833333333333,-0.01816682708746042
"Atkinson, GA",3.0,3000.0,471.0,12.0,0.0,4.0,7.0,6.0,20.0,23.0,3.0,0.0,0.0,1.0,0.0,4.0,32398.0,0.0,129.0,19.0,29.01492537,10.62686567,11.5,24.34626866,6.610547034,6.418367644,12.26706299,22.92058526,2.895417238,7.658750624,17.05074627,57.02686567,2.427184466,34.34868622,26.9,0.0,0.0,1.669885723,0.0,4.0,2.0,0.0,37.0,11.0,8375.0,423.8,74.56666666666666,-0.620746056678685
"Atlantic, NJ",16.0,,7634.0,69.0,0.0,7.0,76.0,7.0,2466.0,71.0,205.0,5.0,0.0,327.0,6.0,91.0,53296.0,1.0,265.0,33.0,23.27016307,14.16941967,11.3,16.84253084,6.992564173,3.920826196,8.453772752,29.20117096,3.918614983,3.005123638,14.89060241,58.59464067,8.942461461,18.68873978,14.1,34.0,0.0,0.892872271,7.0,7.0,36.0,2.0,6150.0,83.0,274549.0,380.5,77.55,-0.19958712651010677
"Atoka, OK",11.0,21000.0,,3.0,4.5,4.5,9.0,0.0,67.0,18.0,6.0,0.0,4.5,10.0,0.0,5.0,34850.0,0.0,2640.0,60.0,23.60738965,16.11902412,12.8,2.883937385,8.307271699,3.733851384,17.91968061,40.42320826,6.539236764,6.224880801,3.715978,72.75419546,4.794618577,23.04218674,23.0,0.0,0.0,1.064943719,4.5,4.5,1.0,0.0,106.0,12.0,14182.0,642.3,77.05,-2.8287511446882525
"Attala, MS",17.0,84000.0,16.0,6.0,7.0,8.0,12.0,0.0,41.0,14.0,10.0,1.0,7.0,6.0,1.0,4.0,32988.0,0.0,23.0,5.0,25.99672869,17.22040483,15.4,1.650991617,5.610431201,5.186740175,11.51357226,20.21670003,3.139636307,5.687080135,41.81149049,55.5407892,2.14625975,26.82907677,22.9,2.0,0.0,0.939604322,7.0,8.0,0.0,1.0,7.0,5.0,19564.0,440.0,76.88333333333334,-1.8670452983960002
"Audrain, MO",7.0,25000.0,19.0,11.0,1.225,1.225,17.0,7.0,324.0,62.0,12.0,1.0,1.225,11.0,13.0,4.0,42480.0,0.0,27.0,11.0,24.94809824,15.99749305,11.7,2.604880724,2.537931526,2.420605349,6.211224321,16.03983316,2.160712016,1.552506915,6.412315406,88.57769595,12.64340904,18.13439369,18.7,2.0,0.0,0.722063932,1.225,1.225,0.0,1.0,63.0,23.0,25529.0,395.0,77.12857142857142,-0.4354083104689568
"Audubon, IA",0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,55.0,12.0,0.0,1.0,0.0,4.0,0.0,1.0,50948.0,0.0,35.0,6.0,21.88266057,23.19006374,11.7,0.604673966,1.44788958,1.944470572,2.646700965,7.554671538,1.991450496,0.912323006,0.147082857,98.16963556,9.352150995,10.59960175,10.3,0.0,0.0,0.860124083,6.0,6.0,0.0,0.0,0.0,0.0,6119.0,315.6,77.5,0.2324951029074301
"Auglaize, OH",0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,173.0,38.0,37.0,3.0,0.0,27.0,0.0,10.0,58840.0,0.0,11.0,6.0,25.38901826,15.36703737,11.1,1.181744978,1.198934328,1.26865334,1.901036072,5.004778592,0.617132144,0.419569072,0.269864415,97.11854447,3.771117166,12.05970383,8.7,4.0,1.0,0.50184373,5.75,5.75,2.0,1.0,,2.0,45949.0,375.7,78.44545454545454,-0.1022856448930507
"Augusta, VA",16.0,36000.0,13.0,24.0,1.5,5.3,35.0,13.0,990.0,152.0,30.0,1.0,1.5,25.0,19.0,10.0,56867.0,1.0,110.0,16.0,21.36271186,16.05288136,11.6,2.06779661,3.21877717,3.036641159,4.118477517,13.12977079,1.721908435,1.131485198,3.906440678,92.21830508,13.41227155,,9.3,4.0,2.0,0.560020636,1.5,5.3,3.0,0.0,169.0,51.0,73750.0,288.0,78.3076923076923,0.49312526458604555
"Aurora, SD",20.0,422000.0,0.0,0.0,4.0,4.0,1.0,0.0,5.0,3.0,2.0,0.0,4.0,4.0,0.0,3.0,50392.0,0.0,0.0,0.0,26.75276753,19.88929889,8.7,3.726937269,20.4182055,0.423929226,23.27924763,74.40022547,14.11288866,5.572336005,0.332103321,93.39483395,1.820830299,6.733091831,9.6,0.0,0.0,1.641137856,4.0,4.0,1.0,0.0,0.0,0.0,2710.0,309.6,83.5,1.136833129646368
"Austin, TX",28.0,509000.0,,3.0,0.0,6.25,14.0,5.0,295.0,43.0,14.0,0.0,0.0,13.0,1.0,4.0,57960.0,1.0,949.0,55.0,25.08709575,15.56814583,9.7,23.36981384,2.489936036,2.443660849,3.497210277,11.4581878,2.361681082,0.835642278,9.226871239,65.65436183,10.32913165,14.43633938,12.7,2.0,0.0,0.803689985,6.25,6.25,2.0,1.0,34.0,11.0,28417.0,336.1,78.86666666666666,0.6292960171096925
"Autauga, AL",10.0,146000.0,5.0,5.0,4.0,4.0,31.0,3.0,308.0,51.0,34.0,1.0,4.0,32.0,0.0,5.0,56580.0,1.0,402.0,25.0,26.77795899,11.99538216,13.0,2.400542413,8.460485386,3.351331631,11.991125,32.06225475,3.996278765,4.608749253,17.58259882,77.24615638,5.582238333,18.47148705,12.7,4.0,0.0,0.674004155,4.0,4.0,1.0,1.0,1230.0,45.0,,425.0,75.32000000000001,-1.0577736828431474
"Avery, NC",40.0,193000.0,22.0,10.0,0.0,4.75,12.0,5.0,382.0,40.0,12.0,1.0,0.0,27.0,0.0,5.0,37120.0,0.0,31.0,4.0,17.18829016,17.40180929,11.1,4.478282857,0.113151271,4.549462315,0.179591281,0.653316306,0.155109756,0.117700553,3.966960724,90.06574142,21.68113968,16.60028458,19.7,0.0,0.0,0.722994046,4.75,4.75,1.0,0.0,119.0,27.0,17797.0,334.7,79.16,0.24260150810986952
"Avoyelles, LA",3.0,23000.0,0.0,0.0,0.0,0.0,36.0,12.0,126.0,30.0,22.0,3.0,0.0,13.0,0.0,13.0,34803.0,0.0,552.0,38.0,24.4408528,14.43918903,14.2,1.440353671,3.996317403,6.262150458,9.34071573,18.98004765,2.443390559,3.500106956,29.27768403,66.25864569,3.02986582,36.38669968,25.3,2.0,1.0,1.615343966,0.0,0.0,6.0,1.0,1744.0,17.0,,,,
"Baca, CO",14.0,18000.0,0.0,0.0,0.0,0.0,3.0,1.0,19.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,35405.0,0.0,0.0,0.0,21.48891235,24.04963041,7.6,9.186906019,5.323808968,0.70992155,8.398331156,25.21711998,5.20228336,2.053929093,0.527983105,87.72439282,5.049162902,13.00823975,20.8,0.0,0.0,1.532924553,2.91,2.91,0.0,0.0,0.0,0.0,3788.0,268.1,80.0,1.7990106934266152
"Bacon, GA",4.0,10000.0,3898.0,87.0,0.0,4.0,9.0,1.0,5.0,10.0,8.0,0.0,0.0,4.0,0.0,3.0,35431.0,0.0,465.0,30.0,25.46863735,13.33813987,10.4,7.128695025,3.568179791,3.913364349,5.476351865,12.34435261,1.726124456,2.066110132,15.28478731,75.98233598,0.447267197,27.41493034,23.9,1.0,1.0,1.562779068,0.0,4.0,0.0,0.0,34.0,6.0,11096.0,466.7,72.83333333333333,-0.6685313151776199
